audio_file|text|speaker_name
vago_067.wav|A közönség ma nagyon kedves, úgyhogy használja ki ezt a lehetőséget!|vago
vago_068.wav|Ha nyer, akkor a Raiffeisen bankkártyáján kapja meg a nyereményt.|vago
vago_069.wav|Kedves Sándor, legyen Ön is milliomos!|vago
vago_070.wav|És akkor kezdjük bemelegítő kérdésekkel.|vago
vago_071.wav|Az első máris ötezer forintot ér.|vago
vago_072.wav|Melyik egy nemzetközi hírnevű magyar étel neve?|vago
vago_073.wav|Tessék?|vago
vago_074.wav|A kondás, a kanász, a gulyás vagy a juhász?|vago
vago_075.wav|Juhászba még nem harapott bele, de kanalazgatott már gulyáshoz.|vago
vago_076.wav|Megjelöljük a Cét és már meg is van az első kérdés.|vago
vago_077.wav|Itt a második tízezerért.|vago
vago_078.wav|Milyen pitypangnak hívják a gyermekláncüvet?|vago
vago_079.wav|Kifejezetten azt hiszem, gyeses kérdés.|vago
vago_080.wav|Hát azt itt fogják tudni nagyon sokan.|vago
vago_081.wav|Igen?|vago
vago_082.wav|Kérjük fel a kedves közönséget, hogy máris segítsen.|vago
vago_083.wav|Kedves közönség!|vago
vago_084.wav|Nyomják meg a gombokat!|vago
vago_085.wav|Most!|vago
vago_086.wav|Nyert a pongyola.|vago
vago_087.wav|Lehet, hogy azért, mert én azt mondtam, hogy gyeses kérdés.|vago
vago_088.wav|Semmiképpen nem a papucsra asszociáltak, hanem a pongyolára.|vago
vago_089.wav|Ne, ne ezt nem mondja-|vago
vago_090.wav|Ezt ne mondja!|vago
vago_091.wav|Tehát?|vago
vago_092.wav|Hát én nagyon egyetértek vele.|vago
vago_093.wav|Az ötvenhét százalék, nézze meg, kik ülnek itt, állandóan jelöljük meg a C-t.|vago
vago_094.wav|Jó?|vago
vago_095.wav|Nézze meg.|vago
vago_096.wav|Mindenki szedett már pongyolat pitypangot.|vago
vago_097.wav|Ne vacakoljunk, menjünk tovább.|vago
vago_098.wav|Itt a harmadik huszonöt ezerért.|vago
vago_099.wav|Merthogy azt ki írta volna?|vago
vago_100.wav|Thomas Mannra gondol biztos.|vago
vago_101.wav|Jó.|vago
vago_102.wav|Mit jelöljünk meg?|vago
vago_103.wav|Mit jelöljünk meg?|vago
vago_104.wav|Itt a negyedik kérdés ötvenezerért.|vago
vago_105.wav|Mit neveztek régen indóháznak?|vago
vago_106.wav|Megjelöljük a C-t.|vago
vago_107.wav|A vasútállomás abból van, hogy indít meg a ház.|vago
vago_108.wav|...|vago
vago_109.wav|Vagyis az indítóház, ez a vasútállomás.|vago
vago_110.wav|Itt az ötödik, és ha ez sikerül, akkor százezer garantáltan.|vago
vago_111.wav|Ki rendezte a Titanic című, 1997-ben készült filmet?|vago
vago_112.wav|Egyszer már Titanikra válaszolt ebben a műsorban, nem is olyan régen, a híres-|vago
vago_113.wav|Hajók között.|vago
vago_114.wav|Így van.|vago
vago_115.wav|Tehát?|vago
vago_116.wav|Jelöljük meg?|vago
vago_117.wav|...|vago
vago_118.wav|Ez nem egy határozott, Pali?|vago
vago_119.wav|Kérdezem a feleséget.|vago
vago_120.wav|Így van?|vago
vago_121.wav|Tépelődős?|vago
vago_122.wav|Akkor hall-- akkor várok egy határozott választ.|vago
vago_123.wav|Ezt szeretem!|vago
vago_124.wav|Megjelöljük az A-t.|vago
vago_125.wav|Tizenegy Oscar-díjjal jutalmazták James Cameron filmjeit.|vago
vago_126.wav|Igen, na.|vago
vago_127.wav|Melyik Erkel operában hangzik el a Palotás?|vago
vago_128.wav|Tudja melyik a palotás?|vago
vago_129.wav|Melyiket?|vago
vago_130.wav|Jó.|vago
vago_131.wav|Kit hívjunk fel?|vago
vago_132.wav|Csató Pétert.|vago
vago_133.wav|Ő mivel foglalkozik?|vago
vago_134.wav|Zenetanár nincsen?|vago
vago_135.wav|Debrecen?|vago
vago_136.wav|Jó estét kívánok!|vago
vago_137.wav|Vágó István vagyok.|vago
vago_138.wav|Csató Pétert keresem.|vago
vago_139.wav|Tiszteletem tanár úr!|vago
vago_140.wav|Nagyon örülök, hogy megtaláltuk.|vago
vago_141.wav|Nagy Sándor ül velem szemben.|vago
vago_142.wav|Önt ez gondolom nem lepi meg.|vago
vago_143.wav|Legalábbis Sándor ezért hívta fel.|vago
vago_144.wav|Átadom neki a szót.|vago
vago_145.wav|Harminc másodpercünk van.|vago
vago_146.wav|Tessék.|vago
vago_147.wav|Gyorsan jött a válasz.|vago
vago_148.wav|jól bízik e Csath úrban.|vago
vago_149.wav|És a Hunyadi Lászlóban van, így van.|vago
vago_150.wav|Kérem szépen, ez a siker titka.|vago
vago_151.wav|Alkalmasan veged- megválaszt.|vago
vago_152.wav|Család, feleség, társ, barát.|vago
vago_153.wav|Ezt miből gondolja, hogy a marha az a vagyon?|vago
vago_154.wav|Na ez spekuláció, vagy így tanulta?|vago
vago_155.wav|Hát akkor menjen.|vago
vago_156.wav|Lássuk.|vago
vago_157.wav|Tökéletesen jól van, mondta.|vago
vago_158.wav|Így van,|vago
vago_159.wav|így van.|vago
vago_160.wav|Háromszázezer kilométer óránként.|vago
vago_161.wav|Háromszázezer kilométer másodpercenként.|vago
vago_162.wav|Az a leggyorsabb, ugye?|vago
vago_163.wav|Megjelöljük a B-t háromszázezer kilométer másodpercenként.|vago
vago_164.wav|Légüres térben.|vago
vago_165.wav|Lássuk.|vago
vago_166.wav|Hát persze.|vago
vago_167.wav|Számokban nem tévedsz|vago
vago_168.wav|.|vago
vago_169.wav|Megvan fél millió forint, Sándor Nagyszerű!|vago
vago_170.wav|Melyik sportág kiválósága volt Varjú Vilmos?|vago
vago_171.wav|Hány éves Sándor?|vago
vago_172.wav|Huszonhét.|vago
vago_173.wav|"Ezt a ""jóval"", ezt visszautasítom-"|vago
vago_174.wav|Mert nekem mintha ma lett volna ugyanis.|vago
vago_175.wav|Volt a magyar sportnak kiválósága?|vago
vago_176.wav|Tehát a súlylökésre azt mondja, hogy....|vago
vago_177.wav|Kérem szépen.|vago
vago_178.wav|Vegyük el belől.|vago
vago_179.wav|Hát ugye egy jó meg egy rossz marad ilyenkor.|vago
vago_180.wav|Érdekes amit mondasz.|vago
vago_181.wav|Merthogy az ökölvívást jobban figyelemmel kíséri,|vago
vago_182.wav|Igen, de hát itt nagyon nagy a múltidő.|vago
vago_183.wav|Igen.|vago
vago_184.wav|Mi legyen?|vago
vago_185.wav|Eddig jó.|vago
vago_186.wav|Tehát úgy döntött, hogy kockáztat.|vago
vago_187.wav|Igen.|vago
vago_188.wav|Jelöljük meg a B-t.|vago
vago_189.wav|A B-t.|vago
vago_190.wav|A B-t, amelyet kizárták.|vago
vago_191.wav|És most mégis miért a B?|vago
vago_192.wav|Megjelöljük a B-t.|vago
vago_193.wav|Egyetért.|vago
vago_194.wav|Még mindig nem tudjuk, hogy jól döntött-e.|vago
vago_195.wav|Most fog kiderülni.|vago
vago_196.wav|De meg is döntés volt!|vago
vago_197.wav|Csak csak leborulni tudok ezen.|vago
vago_198.wav|Itt a tizedik másfél millióért.|vago
vago_199.wav|Milyen állat a kazuár?|vago
vago_200.wav|Megjelöljük a futómadár C-t.|vago
vago_201.wav|Ez gyorsabban jött ez a döntés.|vago
vago_202.wav|Ausztrália egyébként Ausztrália Új-Guinea és nagytest.|vago
vago_203.wav|Nagytestű micsoda?|vago
vago_204.wav|Nagytestű futómadár.|vago
vago_205.wav|Megvan.|vago
vago_206.wav|A másfél millió az már biztos.|vago
vago_207.wav|Na itt a tizenegyedik, hárommillióért.|vago
vago_208.wav|Hát ezt bizony nyílő lenne tudni.|vago
vago_209.wav|Hát különösen egy-|vago
vago_210.wav|-muzulmánnak, igen.|vago
vago_211.wav|Felmentem ez alól.|vago
vago_212.wav|Történelemtanárnak nem feltétlen.|vago
vago_213.wav|Nehogy azt gondolja, hogy hármat akarok ezzel jelez-|vago
vago_214.wav|Hány volt ez?|vago
vago_215.wav|Több mint tíz már amit csináltam?|vago
vago_216.wav|Rendben, akkor abbahagyom.|vago
vago_217.wav|Nincs ott egy fontos szám, viszont a négy.|vago
vago_218.wav|Ahány felesége lehet?|vago
vago_219.wav|A többire tudsz mondani ilyeneket?|vago
vago_220.wav|Is.|vago
vago_221.wav|Igen.|vago
vago_222.wav|Igen.|vago
vago_223.wav|Túl sok az öt az iszlámban?|vago
vago_224.wav|Aha.|vago
vago_225.wav|Megjelöljük a hetet.|vago
vago_226.wav|Jó.|vago
vago_227.wav|B.|vago
vago_228.wav|Hogy, hogy jutott a héthez?|vago
vago_229.wav|Lássalak csodát!|vago
vago_230.wav|Lássalak csodát!|vago
vago_231.wav|Ez|vago
vago_232.wav|hihetetlen!|vago
vago_233.wav|Hihetetlen!|vago
vago_234.wav|Sándor Nézz a szemembe!|vago
vago_235.wav|Fogalma se volt, vagy itten játszik velem, hogy tudta, hogy hét?|vago
vago_236.wav|Le vagyok nyűgözve.|vago
vago_237.wav|Itt a tizenkettedik kérdés ötmillió forintért.|vago
vago_238.wav|Milyen nemzetiségű volt?|vago
vago_239.wav|Hát mondjak zsant?|vago
vago_240.wav|Nem vagyok benne biztos.|vago
vago_241.wav|Sibelius, zeneszerző.|vago
vago_242.wav|Német.|vago
vago_243.wav|Belga.|vago
vago_244.wav|Finn.|vago
vago_245.wav|Norvég.|vago
vago_246.wav|Hát én úgy hallom, minthogyha latinos lenne a neve.|vago
vago_247.wav|Olyan meg itten nincs, hogy ókori római.|vago
vago_248.wav|Vagy valami másra|vago
vago_249.wav|hasonlítana?|vago
vago_250.wav|Az megzavarta egy kicsit, hogy én ezt a zsant ilyen félbe mondtam ki?|vago
vago_251.wav|Hanem a kérdés maga.|vago
vago_252.wav|a néhány reggelire, a közös reggelire úgy gondolja, hogy elég.|vago
vago_253.wav|Jó én ezt természetesen tudomásul veszem.|vago
vago_254.wav|Bár ugye...|vago
vago_255.wav|Ha Jean, ha tényleg Jean...|vago
vago_256.wav|De ön ezt zárta ki.|vago
vago_257.wav|De én bizonytalan voltam a Jeanban.|vago
vago_258.wav|Hogyan dönt tehát?|vago
vago_259.wav|Jó, rendben van.|vago
vago_260.wav|Akkor azt kérném szépen, hogy ha játékon kívül megjelölné.|vago
vago_261.wav|Mert egyszer már bejött, hogy a legkevésbé valószínű lett vol-- lett a jó.|vago
vago_262.wav|Ezzel szemben finn Sibelius az egyik legnagyobb finn nemzeti zeneszerző.|vago
vago_263.wav|Okosan döntött és remekül játszott.|vago
vago_264.wav|Gratulálok!|vago
vago_265.wav|Két csókom a kedves feleségének, a gyerekre vigyázva rakták.|vago
vago_266.wav|Köszönöm szépen!|vago
vago_267.wav|Hárommillió forint vagy mennyit hozhatott volna?|vago
vago_268.wav|Ötmillió forintot hozhatott volna.|vago
vago_269.wav|Na hát ez a játék is elment.|vago
vago_270.wav|Én nagyon remélem, hogy az itt ülő játékosjelöltek azért még lesznek vendégeink.|vago
vago_271.wav|A kedves nézőktől azzal búcsúzom, hogy olvasnivalót ajánlok a Népszabadságból.|vago
vago_272.wav|Viszontlátásra!|vago
vago_273.wav|Én kértem, hogy hívja fel Franciskát, s ettől lett ez a konfliktus, ugye?|vago
vago_274.wav|De ez biztos, hogy azért van, merthogy nagyon sokféleképpen próbáljuk ám önöket behálózni.|vago
vago_275.wav|És én teljesen természetesnek tartom, hogy minél többen szeretnék itt tapasztalni, hogy hogyan segíthetnek annak, aki nagyon magasra tör.|vago
vago_276.wav|Legutoljára például azt kérdeztük, hogy melyik történelmi alak nem szerepel Erkel Ferenc valamelyik zeneművében-- zeneművének címében.|vago
vago_277.wav|Nos, Bocskai Istvánról nem írt Erkel operát, tehát a válasz az volt, hogy D.|vago
vago_278.wav|Itt az új kérdés: Melyik magyar utazó tárgyalt a holland kormány követeként Japánban?|vago
vago_279.wav|És itt van négy utazó: Teleki Sámuel, Kőrösi-Csomó Sándor, Vámbéry Ármin és Jelki András.|vago
vago_280.wav|A www.rtlklub.hu nevű honlapunkon ugyancsak klikkelhetnek.|vago
vago_281.wav|Vagy hogyha úgy tetszik, akkor itt van továbbra is a telefonszám 0690-443-444.|vago
vago_282.wav|Itt nemsokára arról is kiderül, hogy ki lesz az első játszótársam ma ebben a játékban.|vago
vago_283.wav|Tegyék megépítésük időrendjébe a következő híres hajókat.|vago
vago_284.wav|És D) Mayflower.|vago
vago_285.wav|Kolumbusz hajója a tizenötödik században épült, a Santa Maria, a tizenhat-tizenhetedik század, a Mayflower, amelyen, ugye a...|vago
vago_286.wav|Nem is kell tovább sétálni odáig, hiszen innen viszont igen.|vago
vago_287.wav|És hogyha ezt tanítja, akkor miért járt pénzügyi és számviteli főiskolára is?|vago
vago_288.wav|Hát ha sok minden érdekli, akkor itt sok mindennel fog találkozni, ami esetleg kielégítheti a kíváncsiságát, de ez mind nem érdekes.|vago
vago_289.wav|Elképzelhető, hogy itt olyan kérdések is lesznek, hogy ezt majd meg kell tudni magyarázni.|vago
vago_290.wav|Kedves katalan apu, anyu, jó estét kívánok nekik is!|vago
vago_291.wav|Pipogya, patyolat, pongyola vagy papucs pitypang?|vago
vago_292.wav|Vegyék az ölükbe a nyomógombokat, Legyenek kedvesek és segítsenek Sándornak!|vago
vago_293.wav|Egészítse ki a híres novella címét Márió és a varázshegy vagy Márió és a varázsló?|vago
vago_294.wav|Márió és a kiválasztott vagy Márió és a Buddenbrook ház?|vago
vago_295.wav|Rendben van, megjelöljük a B-t, ugyanis az összes még Thomas Mann idézi, de ez valóban a Thomas Mann-i novella címe.|vago
vago_296.wav|A telefonközpontot, a képfestő műhelyt, a vasútállomást vagy az automobil motorját?|vago
vago_297.wav|James Cameron, Steven Spielberg, Ron Howard vagy Richard Donner?|vago
vago_298.wav|Megvan a százezer, következik a hatodik kérdés kétszázezerért.|vago
vago_299.wav|A Saroltaban, a Bánk bán-ban, a Dózsa Györgyben vagy a Hunyadi Lászlóban?|vago
vago_300.wav|Ti ti ti ti tiri ti ti ti ti tiri tim tiri ti tiri tiri rim.|vago
vago_301.wav|Vigyázzon, mert amikor válaszolnia kell, akkor ne legyen bizonytalan.|vago
vago_302.wav|Természetesen megjelöljük a Hunyadi Lászlót, és akkor lássuk, hogy|vago
vago_303.wav|Hetedik kérdés háromszázezerért.|vago
vago_304.wav|Milyen, mára elavult jelentése volt évszázadokkal ezelőtt a marha szónak?|vago
vago_305.wav|Vagyon, család, ügyetlen lovas vagy alattvaló a marha.|vago
vago_306.wav|Rendben van, akkor innentől kezdve megjelöljük az A-t és megnézzük, jól tanulta-e.|vago
vago_307.wav|És következik a nyolcadik kérdés ötszázezerért.|vago
vago_308.wav|Mennyi a fény terjedési sebessége levegőben, légüres térben?|vago
vago_309.wav|Következik a kilencedik nyolcszázezerért.|vago
vago_310.wav|Ökölvívás, súlylökés, súlyemelés vagy birkózás?|vago
vago_311.wav|De hát tudomásul kell vennem, hogy honnan ez így látszik.|vago
vago_312.wav|De hát...|vago
vago_313.wav|Ugye nagyon erős a múltidő ebben a...|vago
vago_314.wav|És mielőtt mi-- kérdezem a kedves feleségét, most, hogy már eldőlt, hogy kockáztatott, egyetért, hogy kockáztat?|vago
vago_315.wav|De meg is van!|vago
vago_316.wav|Hihetetlenül kristálytiszta logikával mondta el, amit mondott.|vago
vago_317.wav|Ausztráliai hüllő, macskaféle, futómadár vagy medúza?|vago
vago_318.wav|Hányszor kell körbejárnia egy iszlámhívőnek Mekkában a Kába követ?|vago
vago_319.wav|De aki már látta azt a gomolygó tömeget a Kába kő körül.|vago
vago_320.wav|Bocsánat kérek, én az előbb így csináltam, ezzel nem a számot akartam jelezni, úgyhogy még egy kicsit csinálom.|vago
vago_321.wav|Majd én ezt egyszer vissza fogom nézni, de nézzük, hogy jó-e?|vago
vago_322.wav|Igen.|vago
vago_323.wav|Na hát akkor most a legendás logikáját figyelembe véve hogyan dönt?|vago
vago_324.wav|Szóval GYES-en lévő kispapának hárommillió forint|vago
vago_325.wav|Fantasztikus logikával hárommillió forint, a Raiffeisen Bank aranykártyáján.|vago
vago_326.wav|Egy telefonszámot, hogy ha gondolják, akkor ezen jelentkezhetnek hozzánk a nézők soraiba és e-mail címünket is nemsokára látják.|vago
vago_327.wav|alapító atyák mentek Amerikába, D, 1910-es a tragikus sorsú Titanic, és 1947 Kontiki.|vago
vago_328.wav|Harmincezer méter másodpercenként, vagy százötvenezer méter másodpercenként.|vago
vago_329.wav|Háromszor, hétszer, ötször vagy tízszer?|vago
vago_330.wav|Ebből is az következik, kedves nézők, hogy a rokonok, a nyelvrokonok kultúráját érdemes ám tanulmányozni, mert mert nagyon nevezetes zeneszerzőről van szó.|vago
